-0.121097 -95.055183,59.900058 78.755107,-60.019052 91.179640,39.989112 -62.038857,19.960339 113.650109,-79.460942 -84.703090,79.421930 -15.469562,-20.187454 146.270801,-40.173201 -38.076082,59.900058 168.755107,-60.019052 -178.820360,-0.121097 -5.055183,19.960339 -156.349891,-79.460942 5.296910,39.989112 27.961143,-20.187454 -123.729199,-40.173201 51.923918,79.421930 74.530438
-59.508456 74.488010,-0.640405 -111.652565,60.412383 62.059976,-79.941614 -102.271027,39.472441 -78.658482,20.479121 97.048348,-40.688360 -54.696685,78.936126 -32.947784,-19.669396 129.669228,-0.640405 -21.652565,60.412383 152.059976,-59.508456 164.488010,39.472441 11.341518,20.479121 -172.951652,-79.941614 -12.271027,78.936126 57.052216,-19.669396 -140.330772,-40.688360 35.303315
-61.299096 74.825120,1.181646 -111.664025,58.614141 62.374523,-78.243163 -99.236303,41.284862 -78.588201,18.658800 97.051208,-38.880511 -54.630288,80.626869 -29.459734,-21.486776 129.673546,1.181646 -21.664025,58.614141 152.374523,-61.299096 164.825120,41.284862 11.411799,18.658800 -172.948792,-78.243163 -9.236303,80.626869 60.540266,-21.486776 -140.326454,-38.880511 35.369712
-63.087328 75.218030,3.003785 -111.675330,56.813976 62.646098,-76.518365 -96.994468,43.096313 -78.506804,16.838071 97.051364,-37.071574 -54.573339,82.265066 -24.429939,-23.303451 129.681103,3.003785 -21.675330,56.813976 152.646098,-63.087328 165.218030,43.096313 11.493196,16.838071 -172.948636,-76.518365 -6.994468,82.265066 65.570061,-23.303451 -140.318897,-37.071574 35.426661
-64.872805 75.678629,4.825958 -111.686250,55.012084 62.881363,-74.776026 -95.282902,44.906744 -78.412870,15.016985 97.049144,-35.261588 -54.524820,83.809061 -16.757021,-25.119378 129.692298,4.825958 -21.686250,55.012084 152.881363,-64.872805 165.678629,44.906744 11.587130,15.016985 -172.950856,-74.776026 -5.282902,83.809061 73.242979,-25.119378 -140.307702,-35.261588 35.475180
-66.655066 76.222380,6.648113 -111.696553,53.208618 63.085688,-73.021399 -93.941537,46.716098 -78.304744,13.195590 97.044856,-33.450593 -54.483839,85.167895 -4.362236,-26.934515 129.707565,6.648113 -21.696553,53.208618 153.085688,-66.655066 166.222380,46.716098 11.695256,13.195590 -172.955144,-73.021399 -3.941537,85.167895 85.637764,-26.934515 -140.292435,-33.450593 35.516161
-68.433494 76.869764,8.470196 -111.706001,51.403705 63.263456,-71.257787 -92.867995,48.524315 -78.180496,11.373936 97.038786,-31.638627 -54.449605,86.140934 15.837677,-28.748820 129.727383,8.470196 -21.706001,51.403705 153.263456,-68.433494 166.869764,48.524315 11.819504,11.373936 -172.961214,-71.257787 -2.867995,86.140934 105.837677,-28.748820 -140.272617,-31.638627 35.550395
-70.207239 77.648472,10.292155 -111.714350,49.597450 63.418276,-69.487358 -91.994050,50.331324 -78.037848,9.552076 97.031209,-29.825728 -54.421418,86.400496 43.489912,-30.562255 129.752281,10.292155 -21.714350,49.597450 153.418276,-70.207239 167.648472,50.331324 11.962152,9.552076 -172.968791,-69.487358 -1.994050,86.400496 133.489912,-30.562255 -140.247719,-29.825728 35.578582
-71.975109 78.596834,12.113937 -111.721348,47.789941 63.553149,-67.711590 -91.272612,52.137045 -77.874100,7.730060 97.022383,-28.011934 -54.398650,85.811780 68.798731,-32.374780 129.782845,12.113937 -21.721348,47.789941 153.553149,-71.975109 168.596834,52.137045 12.125900,7.730060 -172.977617,-67.711590 -1.272612,85.811780 158.798731,-32.374780 -140.217155,-28.011934 35.601350
-73.735384 79.769385,13.935492 -111.726727,45.981255 63.670595,-65.931518 -90.670195,53.941384 -77.686020,5.907942 97.012558,-26.197286 -54.380741,84.647705 85.475385,-34.186356 129.819731,13.935492 -21.726727,45.981255 153.670595,-73.735384 169.769385,53.941384 12.313980,5.907942 -172.987442,-65.931518 -0.670195,84.647705 175.475385,-34.186356 -140.180269,-26.197286 35.619259
-75.485503 81.246213,15.756768 -111.730211,44.171456 63.772740,-64.147886 -90.162368,55.744228 -77.469705,4.085773 97.001976,-24.381824 -54.367184,83.197422 95.617296,-35.996946 129.863673,15.756768 -21.730211,44.171456 153.772740,-75.485503 171.246213,55.744228 12.530295,4.085773 -172.998024,-64.147886 -0.162368,83.197422 -174.382704,-35.996946 -140.136327,-24.381824 35.632816
-77.221503 83.149422,17.577715 -111.731504,42.360604 63.861397,-62.361242 -89.730902,57.545439 -77.220404,2.263607 96.990872,-22.565588 -54.357517,81.607935 102.033682,-37.806510 129.915502,17.577715 -21.731504,42.360604 153.861397,-77.221503 173.149422,57.545439 12.779596,2.263607 -173.009128,-62.361242 0.269098,81.607935 -167.966318,-37.806510 -140.084498,-22.565588 35.642483
-78.936948 85.673523,19.398284 -111.730290,40.548753 63.938118,-60.571995 -89.361927,59.344848 -76.932261,0.441498 96.979477,-20.748621 -54.351322,79.944938 106.341544,-39.615010 129.976158,19.398284 -21.730290,40.548753 153.938118,-78.936948 175.673523,59.344848 13.067739,0.441498 -173.020523,-60.571995 0.638073,79.944938 -163.658456,-39.615010 -140.023842,-20.748621 35.648678
-80.620776 89.144626,21.218426 -111.726233,38.735953 64.004244,-58.780456 -89.044710,61.142243 -76.597986,-1.380503 96.968018,-18.930967 -54.348213,78.239460 109.389364,-41.422406 130.046717,21.218426 -21.726233,38.735953 154.004244,-80.620776 179.144626,61.142243 13.402014,-1.380503 -173.031982,-58.780456 0.955290,78.239460 -160.610636,-41.422406 -139.953283,-18.930967 35.651787
-82.252572 94.141488,23.038094 -111.718966,36.922250 64.060941,-56.986868 -88.770815,62.937353 -76.208380,-3.202341 96.956725,-17.112669 -54.347836,76.507481 111.638286,-43.228654 130.128410,23.038094 -21.718966,36.922250 154.060941,-82.252572 -175.858512,62.937353 13.791620,-3.202341 -173.043275,-56.986868 1.229185,76.507481 -158.361714,-43.228654 -139.871590,-17.112669 35.652164
-83.791411 101.747228,24.857241 -111.708094,35.107690 64.109223,-55.191418 -88.533522,64.729827 -75.751668,-5.023964 96.945826,-15.293774 -54.349860,74.757909 113.353730,-45.033709 130.222661,24.857241 -21.708094,35.107690 154.109223,-83.791411 -168.252772,64.729827 14.248332,-5.023964 -173.054174,-55.191418 1.466478,74.757909 -156.646270,-45.033709 -139.777339,-15.293774 35.650140
-85.148255 114.002197,26.675822 -111.693184,33.292316 64.149984,-53.394258 -88.327412,66.519203 -75.212545,-6.845319 96.935555,-13.474329 -54.353979,72.996050 114.697179,-46.837522 130.331121,26.675822 -21.693184,33.292316 154.149984,-85.148255 -155.997803,66.519203 14.787455,-6.845319 -173.064445,-53.394258 1.672588,72.996050 -155.302821,-46.837522 -139.668879,-13.474329 35.646021
-86.127065 133.953205,28.493792 -111.673759,31.476172 64.184014,-51.595507 -88.148065,68.304863 -74.570741,-8.666355 96.926147,-11.654382 -54.359902,71.225237 115.771766,-48.640037 130.455725,28.493792 -21.673759,31.476172 154.184014,-86.127065 -136.046795,68.304863 15.429259,-8.666355 -173.073853,-51.595507 1.851935,71.225237 -154.228234,-48.640037 -139.544275,-11.654382 35.640098
-86.404689 161.407093,30.311106 -111.649296,29.659301 64.212012,-49.795266 -87.991840,70.085961 -73.798868,-10.487020 96.917849,-9.833982 -54.367357,69.447660 116.646140,-50.441190 130.598747,30.311106 -21.649296,29.659301 154.212012,-86.404689 -108.592907,70.085961 16.201132,-10.487020 -173.082151,-49.795266 2.008160,69.447660 -153.353860,-50.441190 -139.401253,-9.833982 35.632643
-85.838376 -173.192857,32.127720 -111.619210,27.841747 64.234604,-47.993616 -87.855711,71.861313 -72.859027,-12.307264 96.910913,-8.013178 -54.376081,67.664810 117.367636,-52.240907 130.762889,32.127720 -21.619210,27.841747 154.234604,-85.838376 -83.192857,71.861313 17.140973,-12.307264 -173.089087,-47.993616 2.144289,67.664810 -152.632364,-52.240907 -139.237111,-8.013178 35.623919
-84.691643 -156.335240,33.943593 -111.582850,26.023553 64.252351,-46.190629 -87.737140,73.629213 -71.697331,-14.127036 96.905605,-6.192021 -54.385826,65.877733 117.969886,-54.039099 130.951381,33.943593 -21.582850,26.023553 154.252351,-84.691643 -66.335240,73.629213 18.302669,-14.127036 -173.094395,-46.190629 2.262860,65.877733 -152.030114,-54.039099 -139.048619,-6.192021 35.614174
-83.254184 -146.063914,35.758680 -111.539487,24.204764 64.265761,-44.386364 -87.633984,75.387128 -70.234685,-15.946289 96.902203,-4.370564 -54.396350,64.087184 118.477412,-55.835662 131.168122,35.758680 -21.539487,24.204764 154.265761,-83.254184 -56.063914,75.387128 19.765315,-15.946289 -173.097797,-44.386364 2.366016,64.087184 -151.522588,-55.835662 -138.831878,-4.370564 35.603650
-81.675155 -139.567087,37.572938 -111.488295,22.385425 64.275292,-42.580876 -87.544415,77.131140 -68.350577,-17.764975 96.901004,-2.548858 -54.407417,62.293719 118.908501,-57.630463 131.417860,37.572938 -21.488295,22.385425 154.275292,-81.675155 -49.567087,77.131140 21.649423,-17.764975 -173.098996,-42.580876 2.455585,62.293719 -151.091499,-57.630463 -138.582140,-2.548858 35.592583
-80.021414 -135.208292,39.386322 -111.428340,20.565581 64.281363,-40.774211 -87.466869,78.854904 -65.853166,-19.583047 96.902322,-0.726956 -54.418795,60.497754 119.277056,-59.423340 131.706443,39.386322 -21.428340,20.565581 154.281363,-80.021414 -45.208292,78.854904 24.146834,-19.583047 -173.097678,-40.774211 2.533131,60.497754 -150.722944,-59.423340 -138.293557,-0.726956 35.581205
-78.324531 -132.126642,41.198788 -111.358556,18.745281 64.284360,-38.966414 -87.399995,80.547524 -62.421018,-21.400460 96.906495,1.095090 -54.430257,58.699608 119.593836,-61.214087 132.041150,41.198788 -21.358556,18.745281 154.284360,-78.324531 -42.126642,80.547524 27.578982,-21.400460 -173.093505,-38.966414 2.600005,58.699608 -150.406164,-61.214087 -137.958850,1.095090 35.569743
-76.600747 -129.854158,43.010286 -111.277718,16.924570 64.284637,-37.157528 -87.342621,82.188923 -57.483859,-23.217170 96.913890,2.917226 -54.441575,56.899530 119.867291,-63.002441 132.431165,43.010286 -21.277718,16.924570 154.284637,-76.600747 -39.854158,82.188923 32.516141,-23.217170 -173.086110,-37.157528 2.657379,56.899530 -150.132709,-63.002441 -137.568835,2.917226 35.558425
-74.859103 -128.121614,44.820766 -111.184414,15.103500 64.282524,-35.347591 -87.293723,83.738887 -49.973661,-25.033133 96.924902,4.739399 -54.452518,55.097716 120.104150,-64.788058 132.888231,44.820766 -21.184414,15.103500 154.282524,-74.859103 -38.121614,83.738887 40.026339,-25.033133 -173.075098,-35.347591 2.706277,55.097716 -149.895850,-64.788058 -137.111769,4.739399 35.547482
-73.104974 -126.765322,46.630173 -111.077004,13.282118 64.278327,-33.536643 -87.252402,85.109886 -37.869617,-26.848308 96.939966,6.561556 -54.462856,53.294322 120.309839,-66.570484 133.427615,46.630173 -21.077004,13.282118 154.278327,-73.104974 -36.765322,85.109886 52.130383,-26.848308 -173.060034,-33.536643 2.747598,53.294322 -149.690161,-66.570484 -136.572385,6.561556 35.537144
-71.341732 -125.680809,48.438446 -110.953570,11.460476 64.272336,-31.724722 -87.217864,86.108138 -18.096709,-28.662654 96.959556,8.383643 -54.472350,51.489475 120.488781,-68.349111 134.069518,48.438446 -20.953570,11.460476 154.272336,-71.341732 -35.680809,86.108138 71.903291,-28.662654 -173.040444,-31.724722 2.782136,51.489475 -149.511219,-68.349111 -135.930482,8.383643 35.527650
-69.571590 -124.798579,50.245514 -110.811854,9.638624 64.264824,-29.911867 -87.189404,86.408221 9.366046,-30.476131 96.984200,10.205609 -54.480758,49.683282 120.644619,-70.123102 134.841221,50.245514 -20.811854,9.638624 154.264824,-69.571590 -34.798579,86.408221 99.366046,-30.476131 -173.015800,-29.911867 2.810596,49.683282 -149.355381,-70.123102 -135.158779,10.205609 35.519242
-67.796049 -124.070741,52.051298 -110.649176,7.816614 64.256051,-28.098115 -87.166393,85.855622 35.022231,-32.288700 97.014481,12.027401 -54.487825,47.875831 120.780380,-71.891285 135.780448,52.051298 -20.649176,7.816614 154.256051,-67.796049 -34.070741,85.855622 125.022231,-32.288700 -172.985519,-28.098115 2.833607,47.875831 -149.219620,-71.891285 -134.219552,12.027401 35.512175
-66.016162 -123.463282,53.855705 -110.462334,5.994500 64.246269,-26.283507 -87.148265,84.711148 52.091077,-34.100322 97.051050,13.848968 -54.493288,46.067199 120.898602,-73.651970 136.940787,53.855705 -20.462334,5.994500 154.246269,-66.016162 -33.463282,84.711148 142.091077,-34.100322 -172.948950,-26.283507 2.851735,46.067199 -149.101398,-73.651970 -133.059213,13.848968 35.506712
-64.232686 -122.951415,55.658622 -110.247461,4.172332 64.235717,-24.468082 -87.134511,83.270208 62.470247,-35.910960 97.094639,15.670258 -54.496868,44.257452 121.001431,-75.402648 138.400818,55.658622 -20.247461,4.172332 154.235717,-64.232686 -32.951415,83.270208 152.470247,-35.910960 -172.905361,-24.468082 2.865489,44.257452 -148.998569,-75.402648 -131.599182,15.670258 35.503132
-62.446175 -122.516663,57.459915 -109.999849,2.350165 64.224633,-22.651882 -87.124670,81.685443 69.018822,-37.720574 97.146073,17.491222 -54.498272,42.446649 121.090691,-77.139438 140.280109,57.459915 -19.999849,2.350165 154.224633,-62.446175 -32.516663,81.685443 159.018822,-37.720574 -172.853927,-22.651882 2.875330,42.446649 -148.909309,-77.139438 -129.719891,17.491222 35.501728
-60.657044 -122.144984,59.259414 -109.713704,0.528052 64.213246,-20.834949 -87.118318,80.025066 73.403426,-39.529125 97.206287,19.311810 -54.497185,40.634844 121.167948,-78.856061 142.768709,59.259414 -19.713704,0.528052 154.213246,-60.657044 -32.144984,80.025066 163.403426,-39.529125 -172.793713,-20.834949 2.881682,40.634844 -148.832052,-78.856061 -127.231291,19.311810 35.502815
-58.865608 -121.825515,61.056911 -109.381811,-1.293955 64.201785,-19.017326 -87.115071,78.321167 76.498570,-41.336574 97.276349,21.131974 -54.493270,38.822088 121.234550,-80.541751 146.184419,61.056911 -19.381811,-1.293955 154.201785,-58.865608 -31.825515,78.321167 166.498570,-41.336574 -172.723651,-19.017326 2.884929,38.822088 -148.765450,-80.541751 -123.815581,21.131974 35.506730
-57.072113 -121.549726,62.852136 -108.995076,-3.115802 64.190479,-17.199058 -87.114572,76.590206 78.778347,-43.142878 97.357482,22.951665 -54.486165,37.008427 121.291670,-82.176714 151.089703,62.852136 -18.995076,-3.115802 154.190479,-57.072113 -31.549726,76.590206 168.778347,-43.142878 -172.642518,-17.199058 2.885428,37.008427 -148.708330,-82.176714 -118.910297,22.951665 35.513835
-55.276748 -121.310826,64.644744 -108.541866,-4.937437 64.179557,-15.380191 -87.116490,74.841330 80.514882,-44.947991 97.451101,24.770838 -54.475473,35.193906 121.340331,-83.721434 158.535023,64.644744 -18.541866,-4.937437 154.179557,-55.276748 -31.310826,74.841330 170.514882,-44.947991 -172.548899,-15.380191 2.883510,35.193906 -148.659669,-83.721434 -111.464977,24.770838 35.524527
-53.479665 -121.103341,66.434280 -108.007069,-6.758806 64.169250,-13.560771 -87.120515,73.079968 81.873323,-46.751864 97.558845,26.589447 -54.460765,33.378570 121.381431,-85.090215 170.503890,66.434280 -18.007069,-6.758806 154.169250,-53.479665 -31.103341,73.079968 171.873323,-46.751864 -172.441155,-13.560771 2.879485,33.378570 -148.618569,-85.090215 -99.496110,26.589447 35.539235
-51.680988 -120.922810,68.220134 -107.370696,-8.579858 64.159796,-11.740846 -87.126359,71.309524 82.958919,-48.554442 97.682633,28.407447 -54.441567,31.562462 121.415764,-86.093724 -169.967812,68.220134 -17.370696,-8.579858 154.159796,-51.680988 -30.922810,71.309524 172.958919,-48.554442 -172.317367,-11.740846 2.873641,31.562462 -148.584236,-86.093724 -79.967812,28.407447 35.558433
-49.880815 -120.765560,70.001472 -106.605759,-10.400542 64.151439,-9.920466 -87.133747,69.532230 83.841600,-50.355661 97.824723,30.224793 -54.417355,29.745625 121.444034,-86.411342 -142.713843,70.001472 -16.605759,-10.400542 154.151439,-49.880815 -30.765560,69.532230 173.841600,-50.355661 -172.175277,-9.920466 2.866253,29.745625 -148.555966,-86.411342 -52.713843,30.224793 35.582645
-48.079231 -120.628537,71.777131 -105.674962,-12.220806 64.144433,-8.099680 -87.142417,67.749604 84.569510,-52.155448 97.987793,32.041442 -54.387551,27.928102 121.466869,-85.881244 -116.977893,71.777131 -15.674962,-12.220806 154.144433,-48.079231 -30.628537,67.749604 174.569510,-52.155448 -172.012207,-8.099680 2.857583,27.928102 -148.533131,-85.881244 -26.977893,32.041442 35.612449
-46.276306 -120.509184,73.545434 -104.525348,-14.040603 64.139041,-6.278539 -87.152119,65.962709 85.176811,-53.953715 98.175047,33.857351 -54.351505,26.109937 121.484835,-84.754384 -99.727219,73.545434 -14.525348,-14.040603 154.139041,-46.276306 -30.509184,65.962709 175.176811,-53.953715 -171.824953,-6.278539 2.847881,26.109937 -148.515165,-84.754384 -9.727219,33.857351 35.648495
-44.472101 -120.405338,75.303897 -103.079310,-15.859882 64.135542,-4.457095 -87.162611,64.172311 85.688382,-55.750358 98.390345,35.672476 -54.308492,24.291175 121.498440,-83.326427 -89.215830,75.303897 -13.079310,-15.859882 154.135542,-44.472101 -30.405338,64.172311 175.688382,-55.750358 -171.609655,-4.457095 2.837389,24.291175 -148.501560,-83.326427 0.784170,35.672476 35.691508
-42.666669 -120.315161,77.048689 -101.218837,-17.678595 64.134231,-2.635400 -87.173657,62.378973 86.122758,-57.545246 98.638394,37.486774 -54.257693,22.471861 121.508145,-81.752200 -82.584972,77.048689 -11.218837,-17.678595 154.134231,-42.666669 -30.315161,62.378973 176.122758,-57.545246 -171.361606,-2.635400 2.826343,22.471861 -148.491855,-81.752200 7.415028,37.486774 35.742307
-40.860059 -120.237076,78.773613 -98.756483,-19.496698 64.135422,-0.813505 -87.185026,60.583119 86.494020,-59.338219 98.924980,39.300201 -54.198177,20.652040 121.514372,-80.101120 -78.148371,78.773613 -8.756483,-19.496698 154.135422,-40.860059 -30.237076,60.583119 176.494020,-59.338219 -171.075020,-0.813505 2.814974,20.652040 -148.485628,-80.101120 11.851629,39.300201 35.801823
-39.052316 -120.169723,80.468067 -95.378993,-21.314143 64.139452,1.008535 -87.196490,58.785071 86.813053,-61.129072 99.257306,41.112711 -54.128886,18.831760 121.517507,-78.405840 -75.018772,80.468067 -5.378993,-21.314143 154.139452,-39.052316 -30.169723,58.785071 176.813053,-61.129072 -170.742694,1.008535 2.803510,18.831760 -148.482493,-78.405840 14.981228,41.112711 35.871114
-37.243480 -120.111922,82.112583 -90.532149,-23.130887 64.146685,2.830667 -87.207819,56.985081 87.088401,-62.917547 99.644450,42.924257 -54.048603,17.011069 121.517906,-76.683090 -72.715047,82.112583 -0.532149,-23.130887 154.146685,-37.243480 -30.111922,56.985081 177.088401,-62.917547 -170.355550,2.830667 2.792181,17.011069 -148.482094,-76.683090 17.284953,42.924257 35.951397
-35.433592 -120.062643,83.668329 -83.180210,-24.946887 64.157516,4.652840 -87.218786,55.183345 87.326867,-64.703303 100.098018,44.734787 -53.955927,15.190014 121.515898,-74.942152 -70.961165,83.668329 6.819790,-24.946887 154.157516,-35.433592 -30.062643,55.183345 177.326867,-64.703303 -169.901982,4.652840 2.781214,15.190014 -148.484102,-74.942152 19.038835,44.734787 36.044073
-33.622692 -120.020981,85.051070 -71.359417,-26.762100 64.172376,6.474999 -87.229157,53.380023 87.533930,-66.485894 100.633081,46.544246 -53.849228,13.368646 121.511794,-73.188528 -69.589714,85.051070 18.640583,-26.762100 154.172376,-33.622692 -30.020981,53.380023 177.533930,-66.485894 -169.366919,6.474999 2.770843,13.368646 -148.488206,-73.188528 20.410286,46.544246 36.150772
-31.810816 -119.986138,86.073742 -52.011040,-28.576486 64.191741,8.297091 -87.238697,51.575242 87.714055,-68.264718 101.269563,48.352573 -53.726603,11.547015 121.505881,-71.425662 -68.494076,86.073742 37.988960,-28.576486 154.191741,-31.810816 -29.986138,51.575242 177.714055,-68.264718 -168.730437,8.297091 2.761303,11.547015 -148.494119,-71.425662 21.505924,48.352573 36.273397
-29.998004 -119.957404,86.413911 -24.762912,-30.390005 64.216132,10.119064 -87.247162,49.769111 87.870917,-70.038952 102.034346,50.159701 -53.585812,9.725172 121.498436,-69.655809 -67.603455,86.413911 65.237088,-30.390005 154.216132,-29.998004 -29.957404,49.769111 177.870917,-70.038952 -167.965654,10.119064 2.752838,9.725172 -148.501564,-69.655809 22.396545,50.159701 36.414188
-28.184294 -119.934146,85.898138 1.224384,-32.202618 64.246130,11.940865 -87.254298,47.961718 88.007571,-71.807444 102.964555,51.965548 -53.424198,7.903169 121.489718,-67.880498 -66.869140,85.898138 91.224384,-32.202618 154.246130,-28.184294 -29.934146,47.961718 178.007571,-71.807444 -167.035445,11.940865 2.745702,7.903169 -148.510282,-67.880498 23.130860,51.965548 36.575802
-26.369725 -119.915799,84.773953 18.691751,-34.014286 64.282385,13.762444 -87.259844,46.153140 88.126575,-73.568534 104.112858,53.770022 -53.238586,6.081058 121.479977,-66.100799 -66.256583,84.773953 108.691751,-34.014286 154.282385,-26.369725 -29.915799,46.153140 178.126575,-73.568534 -165.887142,13.762444 2.740156,6.081058 -148.520023,-66.100799 23.743417,53.770022 36.761414
-24.554339 -119.901848,83.342684 29.314812,-35.824971 64.325623,15.583748 -87.263520,44.343445 88.230092,-75.319761 105.556356,55.573014 -53.025143,4.258891 121.469457,-64.317479 -65.740634,83.342684 119.314812,-35.824971 154.325623,-24.554339 -29.901848,44.343445 178.230092,-75.319761 -164.443644,15.583748 2.736480,4.258891 -148.530543,-64.317479 24.259366,55.573014 36.974857
-22.738174 -119.891830,81.762787 35.999222,-37.634635 64.376663,17.404729 -87.265034,42.532691 88.319959,-77.057329 107.412149,57.374387 -52.779208,2.436723 121.458393,-62.531102 -65.302567,81.762787 125.999222,-37.634635 154.376663,-22.738174 -29.891830,42.532691 178.319959,-77.057329 -162.587851,17.404729 2.734966,2.436723 -148.541607,-62.531102 24.697433,57.374387 37.220792
-20.921275 -119.885322,80.105098 40.462469,-39.443238 64.436437,19.225335 -87.264073,40.720933 88.397754,-78.775106 109.865944,59.173976 -52.495043,0.614606 121.447015,-60.742087 -64.928158,80.105098 130.462469,-39.443238 154.436437,-20.921275 -29.885322,40.720933 178.397754,-78.775106 -160.134056,19.225335 2.735927,0.614606 -148.552985,-60.742087 25.071842,59.173976 37.504957
-19.103684 -119.881936,78.402813 43.605971,-41.250740 64.506005,21.045520 -87.260300,38.908220 88.464834,-80.462614 113.227488,60.971573 -52.165513,-1.207407 121.435553,-58.950756 -64.606418,78.402813 133.605971,-41.250740 154.506005,-19.103684 -29.881936,38.908220 178.464834,-80.462614 -156.772512,21.045520 2.739700,-1.207407 -148.564447,-58.950756 25.393582,60.971573 37.834487
-17.285446 -119.881314,76.672892 45.917202,-43.057099 64.586583,22.865235 -87.253355,37.094601 88.522380,-82.100661 118.043477,62.766913 -51.781622,-3.029263 121.424234,-57.157353 -64.328719,76.672892 135.917202,-43.057099 154.586583,-17.285446 -29.881314,37.094601 178.522380,-82.100661 -151.956523,22.865235 2.746645,-3.029263 -148.575766,-57.157353 25.671281,62.766913 38.218378
-15.466606 -119.883124,74.924723 47.675192,-44.862270 64.679573,24.684434 -87.242844,35.280120 88.571422,-83.651078 125.332753,64.559655 -51.331880,-4.850909 121.413288,-55.362073 -64.088200,74.924723 137.675192,-44.862270 154.679573,-15.466606 -29.883124,35.280120 178.571422,-83.651078 -144.667247,24.684434 2.757156,-4.850909 -148.586712,-55.362073 25.911800,64.559655 38.668120
-13.647211 -119.887056,73.163865 49.048858,-46.666203 64.786605,26.503071 -87.228337,33.464822 88.612862,-85.031383 137.022887,66.349349 -50.801366,-6.672292 121.402947,-53.565070 -63.879331,73.163865 139.048858,-46.666203 154.786605,-13.647211 -29.887056,33.464822 178.612862,-85.031383 -132.977113,26.503071 2.771663,-6.672292 -148.597053,-53.565070 26.120669,66.349349 39.198634
-11.827309 -119.892820,71.393795 50.145618,-48.468844 64.909583,28.321100 -87.209363,31.648749 88.647500,-86.058813 156.131234,68.135395 -50.170363,-8.493360 121.393447,-51.766465 -63.697608,71.393795 140.145618,-48.468844 154.909583,-11.827309 -29.892820,31.648749 178.647500,-86.058813 -113.868766,28.321100 2.790637,-8.493360 -148.606553,-51.766465 26.302392,68.135395 39.829637
-10.006949 -119.900140,69.616788 51.036713,-50.270129 65.050747,30.138478 -87.185402,29.831946 88.676043,-86.415972 -176.839054,69.916971 -49.412279,-10.314062 121.385032,-49.966362 -63.539325,69.616788 141.036713,-50.270129 155.050747,-10.006949 -29.900140,29.831946 178.676043,-86.415972 -86.839054,30.138478 2.814598,-10.314062 -148.614968,-49.966362 26.460675,69.916971 40.587721
-8.186182 -119.908755,67.834388 51.771114,-52.069986 65.212752,31.955162 -87.155877,28.014455 88.699124,-85.922774 -150.784094,71.692932 -48.490408,-12.134348 121.377956,-48.164843 -63.401403,67.834388 141.771114,-52.069986 155.212752,-8.186182 -29.908755,28.014455 178.699124,-85.922774 -60.784094,31.955162 2.844123,-12.134348 -148.622044,-48.164843 26.598597,71.692932 41.509592
-6.365057 -119.918414,66.047677 52.383521,-53.868328 65.398775,33.771106 -87.120144,26.196320 88.717309,-84.816478 -133.134355,73.461633 -47.352703,-13.954168 121.372482,-46.361980 -63.281262,66.047677 142.383521,-53.868328 155.398775,-6.365057 -29.918414,26.196320 178.717309,-84.816478 -43.134355,33.771106 2.879856,-13.954168 -148.627518,-46.361980 26.718738,73.461633 42.647297
-4.543626 -119.928874,64.257431 52.899179,-55.665050 65.612643,35.586270 -87.077480,24.377585 88.731110,-83.398355 -122.376247,75.220637 -45.923013,-15.773472 121.368886,-44.557835 -63.176724,64.257431 142.899179,-55.665050 155.612643,-4.543626 -29.928874,24.377585 178.731110,-83.398355 -32.376247,35.586270 2.922520,-15.773472 -148.631114,-44.557835 26.823276,75.220637 44.076987
-2.721941 -119.939899,62.464223 53.336874,-57.460025 65.859014,37.400608 -87.027070,22.558296 88.740991,-81.829077 -115.607664,76.966193 -44.085762,-17.592214 121.367465,-42.752460 -63.085935,62.464223 143.336874,-57.460025 155.859014,-2.721941 -29.939899,22.558296 178.740991,-81.829077 -25.607664,37.400608 2.972930,-17.592214 -148.632535,-42.752460 26.914065,76.966193 45.914238
-0.900055 -119.951258,60.668480 53.710866,-59.253093 66.143619,39.214078 -86.967992,20.738499 88.747374,-80.180728 -111.091328,78.692255 -41.657776,-19.410346 121.368529,-40.945905 -63.007308,60.668480 143.710866,-59.253093 156.143619,-0.900055 -29.951258,20.738499 178.747374,-80.180728 -21.091328,39.214078 3.032008,-19.410346 -148.631471,-40.945905 26.992692,78.692255 48.342224
0.921979 -119.962721,58.870530 54.032171,-61.044053 66.473584,41.026633 -86.899191,18.918239 88.750648,-78.487088 -107.912729,80.388500 -38.333736,-21.227824 121.372416,-39.138214 -62.939473,58.870530 144.032171,-61.044053 156.473584,0.921979 -29.962721,18.918239 178.750648,-78.487088 -17.912729,41.026633 3.100809,-21.227824 -148.627584,-39.138214 27.060527,80.388500 51.666264
